incident_id,timestamp,machine_id,tep_tag,phase,synthetic_value,z_score_vs_normal,status
INC0040,2026-02-02T23:50:00,R-101,XMEAS(7),before,78.194,-0.676,normal
INC0040,2026-02-03T00:05:00,R-101,XMEAS(7),during,76.633,3.411,abnormal
INC0040,2026-02-03T00:20:00,R-101,XMEAS(7),after,50.637,-0.669,normal
INC0040,2026-02-02T23:50:00,R-101,XMEAS(8),before,67.345,-0.178,normal
INC0040,2026-02-03T00:05:00,R-101,XMEAS(8),during,51.094,2.504,abnormal
INC0040,2026-02-03T00:20:00,R-101,XMEAS(8),after,72.398,-0.43,normal
INC0040,2026-02-02T23:50:00,R-101,XMEAS(9),before,57.381,-0.102,normal
INC0040,2026-02-03T00:05:00,R-101,XMEAS(9),during,76.604,2.626,abnormal
INC0040,2026-02-03T00:20:00,R-101,XMEAS(9),after,78.458,-0.062,normal
INC0040,2026-02-02T23:50:00,R-101,XMEAS(21),before,86.299,-0.264,normal
INC0040,2026-02-03T00:05:00,R-101,XMEAS(21),during,52.318,3.774,abnormal
INC0040,2026-02-03T00:20:00,R-101,XMEAS(21),after,46.731,-0.436,normal
INC0041,2026-03-13T15:50:00,V-301,XMEAS(12),before,26.42,0.662,normal
INC0041,2026-03-13T16:05:00,V-301,XMEAS(12),during,77.169,3.648,abnormal
INC0041,2026-03-13T16:20:00,V-301,XMEAS(12),after,85.133,0.769,normal
INC0041,2026-03-13T15:50:00,V-301,XMEAS(13),before,47.752,-0.17,normal
INC0041,2026-03-13T16:05:00,V-301,XMEAS(13),during,47.032,2.736,abnormal
INC0041,2026-03-13T16:20:00,V-301,XMEAS(13),after,35.718,-0.837,normal
INC0041,2026-03-13T15:50:00,V-301,XMEAS(14),before,26.936,-0.363,normal
INC0041,2026-03-13T16:05:00,V-301,XMEAS(14),during,43.47,3.315,abnormal
INC0041,2026-03-13T16:20:00,V-301,XMEAS(14),after,22.681,-0.708,normal
INC0041,2026-03-13T15:50:00,V-301,XMV(7),before,53.072,0.835,normal
INC0041,2026-03-13T16:05:00,V-301,XMV(7),during,73.119,3.513,abnormal
INC0041,2026-03-13T16:20:00,V-301,XMV(7),after,63.074,-0.062,normal
INC0042,2026-01-04T10:55:00,F-102,XMEAS(2),before,83.36,-0.778,normal
INC0042,2026-01-04T11:10:00,F-102,XMEAS(2),during,21.15,3.114,abnormal
INC0042,2026-01-04T11:25:00,F-102,XMEAS(2),after,36.936,0.031,normal
INC0042,2026-01-04T10:55:00,F-102,XMV(1),before,50.047,-0.713,normal
INC0042,2026-01-04T11:10:00,F-102,XMV(1),during,36.839,3.145,abnormal
INC0042,2026-01-04T11:25:00,F-102,XMV(1),after,66.506,-0.167,normal
INC0043,2026-03-31T13:55:00,F-102,XMEAS(2),before,43.276,0.47,normal
INC0043,2026-03-31T14:10:00,F-102,XMEAS(2),during,58.221,2.175,abnormal
INC0043,2026-03-31T14:25:00,F-102,XMEAS(2),after,32.256,0.627,normal
INC0043,2026-03-31T13:55:00,F-102,XMV(1),before,52.524,0.558,normal
INC0043,2026-03-31T14:10:00,F-102,XMV(1),during,64.222,3.282,abnormal
INC0043,2026-03-31T14:25:00,F-102,XMV(1),after,24.417,0.623,normal
INC0044,2026-01-07T12:55:00,CW-201,XMEAS(22),before,48.002,-0.126,normal
INC0044,2026-01-07T13:10:00,CW-201,XMEAS(22),during,86.954,2.848,abnormal
INC0044,2026-01-07T13:25:00,CW-201,XMEAS(22),after,33.077,-0.322,normal
INC0044,2026-01-07T12:55:00,CW-201,XMV(11),before,45.714,0.384,normal
INC0044,2026-01-07T13:10:00,CW-201,XMV(11),during,38.67,3.455,abnormal
INC0044,2026-01-07T13:25:00,CW-201,XMV(11),after,49.715,-0.835,normal
INC0045,2026-04-14T01:30:00,CW-101,XMEAS(21),before,48.435,0.342,normal
INC0045,2026-04-14T01:45:00,CW-101,XMEAS(21),during,72.493,2.972,abnormal
INC0045,2026-04-14T02:00:00,CW-101,XMEAS(21),after,22.18,-0.68,normal
INC0045,2026-04-14T01:30:00,CW-101,XMV(10),before,67.466,0.697,normal
INC0045,2026-04-14T01:45:00,CW-101,XMV(10),during,28.836,2.845,abnormal
INC0045,2026-04-14T02:00:00,CW-101,XMV(10),after,65.161,-0.528,normal
INC0046,2026-03-07T14:05:00,CW-201,XMEAS(22),before,54.933,0.471,normal
INC0046,2026-03-07T14:20:00,CW-201,XMEAS(22),during,59.317,2.758,abnormal
INC0046,2026-03-07T14:35:00,CW-201,XMEAS(22),after,38.22,-0.476,normal
INC0046,2026-03-07T14:05:00,CW-201,XMV(11),before,89.746,-0.107,normal
INC0046,2026-03-07T14:20:00,CW-201,XMV(11),during,84.154,2.585,abnormal
INC0046,2026-03-07T14:35:00,CW-201,XMV(11),after,28.585,-0.018,normal
INC0047,2026-03-19T08:50:00,F-102,XMEAS(2),before,60.059,-0.278,normal
INC0047,2026-03-19T09:05:00,F-102,XMEAS(2),during,88.811,2.895,abnormal
INC0047,2026-03-19T09:20:00,F-102,XMEAS(2),after,81.897,-0.74,normal
INC0047,2026-03-19T08:50:00,F-102,XMV(1),before,47.871,-0.869,normal
INC0047,2026-03-19T09:05:00,F-102,XMV(1),during,53.507,3.319,abnormal
INC0047,2026-03-19T09:20:00,F-102,XMV(1),after,48.66,-0.178,normal
INC0048,2026-01-13T19:50:00,K-501,XMEAS(5),before,41.289,0.036,normal
INC0048,2026-01-13T20:05:00,K-501,XMEAS(5),during,85.432,2.375,abnormal
INC0048,2026-01-13T20:20:00,K-501,XMEAS(5),after,86.324,-0.549,normal
INC0048,2026-01-13T19:50:00,K-501,XMEAS(20),before,39.883,0.038,normal
INC0048,2026-01-13T20:05:00,K-501,XMEAS(20),during,33.741,2.234,abnormal
INC0048,2026-01-13T20:20:00,K-501,XMEAS(20),after,39.212,0.913,normal
INC0048,2026-01-13T19:50:00,K-501,XMV(5),before,63.01,0.25,normal
INC0048,2026-01-13T20:05:00,K-501,XMV(5),during,64.869,2.259,abnormal
INC0048,2026-01-13T20:20:00,K-501,XMV(5),after,60.645,0.184,normal
INC0049,2026-04-23T16:05:00,F-101,XMEAS(1),before,68.203,-0.093,normal
INC0049,2026-04-23T16:20:00,F-101,XMEAS(1),during,49.094,2.369,abnormal
INC0049,2026-04-23T16:35:00,F-101,XMEAS(1),after,43.813,-0.071,normal
INC0049,2026-04-23T16:05:00,F-101,XMV(3),before,80.304,-0.713,normal
INC0049,2026-04-23T16:20:00,F-101,XMV(3),during,89.162,2.643,abnormal
INC0049,2026-04-23T16:35:00,F-101,XMV(3),after,47.91,-0.309,normal
INC0050,2026-03-30T03:05:00,CW-201,XMEAS(22),before,70.479,0.868,normal
INC0050,2026-03-30T03:20:00,CW-201,XMEAS(22),during,31.154,2.423,abnormal
INC0050,2026-03-30T03:35:00,CW-201,XMEAS(22),after,52.677,0.992,normal
INC0050,2026-03-30T03:05:00,CW-201,XMV(11),before,54.816,0.758,normal
INC0050,2026-03-30T03:20:00,CW-201,XMV(11),during,47.527,2.253,abnormal
INC0050,2026-03-30T03:35:00,CW-201,XMV(11),after,36.851,-0.086,normal
INC0051,2026-03-02T10:45:00,K-501,XMEAS(5),before,45.377,0.124,normal
INC0051,2026-03-02T11:00:00,K-501,XMEAS(5),during,47.044,2.591,abnormal
INC0051,2026-03-02T11:15:00,K-501,XMEAS(5),after,58.49,-0.099,normal
INC0051,2026-03-02T10:45:00,K-501,XMEAS(20),before,63.627,0.651,normal
INC0051,2026-03-02T11:00:00,K-501,XMEAS(20),during,29.006,3.139,abnormal
INC0051,2026-03-02T11:15:00,K-501,XMEAS(20),after,46.124,-0.807,normal
INC0051,2026-03-02T10:45:00,K-501,XMV(5),before,59.048,0.974,normal
INC0051,2026-03-02T11:00:00,K-501,XMV(5),during,30.099,2.722,abnormal
INC0051,2026-03-02T11:15:00,K-501,XMV(5),after,48.097,0.205,normal
INC0052,2026-01-08T22:45:00,F-101,XMEAS(1),before,77.102,-0.4,normal
INC0052,2026-01-08T23:00:00,F-101,XMEAS(1),during,67.166,2.726,abnormal
INC0052,2026-01-08T23:15:00,F-101,XMEAS(1),after,60.859,0.96,normal
INC0052,2026-01-08T22:45:00,F-101,XMV(3),before,70.773,0.594,normal
INC0052,2026-01-08T23:00:00,F-101,XMV(3),during,21.865,3.27,abnormal
INC0052,2026-01-08T23:15:00,F-101,XMV(3),after,87.695,-0.051,normal
INC0053,2026-04-09T18:50:00,K-501,XMEAS(5),before,81.097,0.841,normal
INC0053,2026-04-09T19:05:00,K-501,XMEAS(5),during,24.36,3.351,abnormal
INC0053,2026-04-09T19:20:00,K-501,XMEAS(5),after,34.514,-0.724,normal
INC0053,2026-04-09T18:50:00,K-501,XMEAS(20),before,66.356,-0.35,normal
INC0053,2026-04-09T19:05:00,K-501,XMEAS(20),during,41.963,2.993,abnormal
INC0053,2026-04-09T19:20:00,K-501,XMEAS(20),after,83.849,-0.654,normal
INC0053,2026-04-09T18:50:00,K-501,XMV(5),before,44.8,-0.315,normal
INC0053,2026-04-09T19:05:00,K-501,XMV(5),during,70.465,3.412,abnormal
INC0053,2026-04-09T19:20:00,K-501,XMV(5),after,68.532,0.287,normal
INC0054,2026-03-24T20:50:00,R-101,XMEAS(7),before,47.617,0.792,normal
INC0054,2026-03-24T21:05:00,R-101,XMEAS(7),during,74.115,2.687,abnormal
INC0054,2026-03-24T21:20:00,R-101,XMEAS(7),after,22.945,-0.707,normal
INC0054,2026-03-24T20:50:00,R-101,XMEAS(8),before,25.532,0.911,normal
INC0054,2026-03-24T21:05:00,R-101,XMEAS(8),during,65.918,3.671,abnormal
INC0054,2026-03-24T21:20:00,R-101,XMEAS(8),after,34.979,0.495,normal
INC0054,2026-03-24T20:50:00,R-101,XMEAS(9),before,38.979,0.656,normal
INC0054,2026-03-24T21:05:00,R-101,XMEAS(9),during,39.014,3.055,abnormal
INC0054,2026-03-24T21:20:00,R-101,XMEAS(9),after,71.862,-0.782,normal
INC0054,2026-03-24T20:50:00,R-101,XMEAS(21),before,23.554,-0.521,normal
INC0054,2026-03-24T21:05:00,R-101,XMEAS(21),during,35.797,3.639,abnormal
INC0054,2026-03-24T21:20:00,R-101,XMEAS(21),after,27.014,-0.534,normal
INC0055,2026-05-03T16:00:00,CW-101,XMEAS(21),before,78.632,-0.164,normal
INC0055,2026-05-03T16:15:00,CW-101,XMEAS(21),during,22.544,3.688,abnormal
INC0055,2026-05-03T16:30:00,CW-101,XMEAS(21),after,75.157,0.672,normal
INC0055,2026-05-03T16:00:00,CW-101,XMV(10),before,72.43,-0.627,normal
INC0055,2026-05-03T16:15:00,CW-101,XMV(10),during,40.263,3.583,abnormal
INC0055,2026-05-03T16:30:00,CW-101,XMV(10),after,40.887,-0.925,normal
INC0056,2026-01-19T12:55:00,R-101,XMEAS(7),before,73.01,0.136,normal
INC0056,2026-01-19T13:10:00,R-101,XMEAS(7),during,79.93,2.398,abnormal
INC0056,2026-01-19T13:25:00,R-101,XMEAS(7),after,77.889,0.794,normal
INC0056,2026-01-19T12:55:00,R-101,XMEAS(8),before,26.072,0.031,normal
INC0056,2026-01-19T13:10:00,R-101,XMEAS(8),during,32.935,3.238,abnormal
INC0056,2026-01-19T13:25:00,R-101,XMEAS(8),after,42.652,-0.719,normal
INC0056,2026-01-19T12:55:00,R-101,XMEAS(9),before,38.255,-0.504,normal
INC0056,2026-01-19T13:10:00,R-101,XMEAS(9),during,72.763,2.5,abnormal
INC0056,2026-01-19T13:25:00,R-101,XMEAS(9),after,41.136,0.908,normal
INC0056,2026-01-19T12:55:00,R-101,XMEAS(21),before,20.801,0.446,normal
INC0056,2026-01-19T13:10:00,R-101,XMEAS(21),during,68.494,3.211,abnormal
INC0056,2026-01-19T13:25:00,R-101,XMEAS(21),after,28.276,-0.876,normal
INC0057,2026-01-28T12:00:00,F-104,XMEAS(4),before,58.446,-0.168,normal
INC0057,2026-01-28T12:15:00,F-104,XMEAS(4),during,57.626,2.9,abnormal
INC0057,2026-01-28T12:30:00,F-104,XMEAS(4),after,35.289,0.328,normal
INC0057,2026-01-28T12:00:00,F-104,XMEAS(6),before,72.832,-0.505,normal
INC0057,2026-01-28T12:15:00,F-104,XMEAS(6),during,25.731,3.584,abnormal
INC0057,2026-01-28T12:30:00,F-104,XMEAS(6),after,69.264,-0.107,normal
INC0057,2026-01-28T12:00:00,F-104,XMV(4),before,59.492,-0.844,normal
INC0057,2026-01-28T12:15:00,F-104,XMV(4),during,58.335,2.205,abnormal
INC0057,2026-01-28T12:30:00,F-104,XMV(4),after,60.089,0.011,normal
INC0058,2026-01-29T06:55:00,CW-201,XMEAS(22),before,77.152,-0.208,normal
INC0058,2026-01-29T07:10:00,CW-201,XMEAS(22),during,60.482,3.368,abnormal
INC0058,2026-01-29T07:25:00,CW-201,XMEAS(22),after,44.117,-0.909,normal
INC0058,2026-01-29T06:55:00,CW-201,XMV(11),before,89.589,-0.872,normal
INC0058,2026-01-29T07:10:00,CW-201,XMV(11),during,24.831,3.689,abnormal
INC0058,2026-01-29T07:25:00,CW-201,XMV(11),after,22.221,0.868,normal
INC0059,2026-01-31T23:30:00,CW-101,XMEAS(21),before,88.494,0.512,normal
INC0059,2026-01-31T23:45:00,CW-101,XMEAS(21),during,70.337,2.887,abnormal
INC0059,2026-02-01T00:00:00,CW-101,XMEAS(21),after,46.549,-0.152,normal
INC0059,2026-01-31T23:30:00,CW-101,XMV(10),before,52.244,-0.541,normal
INC0059,2026-01-31T23:45:00,CW-101,XMV(10),during,33.194,2.364,abnormal
INC0059,2026-02-01T00:00:00,CW-101,XMV(10),after,73.584,0.75,normal
INC0060,2026-05-19T09:15:00,F-101,XMEAS(1),before,71.206,0.632,normal
INC0060,2026-05-19T09:30:00,F-101,XMEAS(1),during,61.854,2.642,abnormal
INC0060,2026-05-19T09:45:00,F-101,XMEAS(1),after,42.447,0.345,normal
INC0060,2026-05-19T09:15:00,F-101,XMV(3),before,30.028,-0.396,normal
INC0060,2026-05-19T09:30:00,F-101,XMV(3),during,35.473,3.222,abnormal
INC0060,2026-05-19T09:45:00,F-101,XMV(3),after,24.267,-0.399,normal
INC0061,2026-05-06T16:50:00,K-501,XMEAS(5),before,84.032,0.612,normal
INC0061,2026-05-06T17:05:00,K-501,XMEAS(5),during,87.745,3.056,abnormal
INC0061,2026-05-06T17:20:00,K-501,XMEAS(5),after,29.386,0.115,normal
INC0061,2026-05-06T16:50:00,K-501,XMEAS(20),before,34.234,-0.514,normal
INC0061,2026-05-06T17:05:00,K-501,XMEAS(20),during,84.556,3.199,abnormal
INC0061,2026-05-06T17:20:00,K-501,XMEAS(20),after,26.472,0.694,normal
INC0061,2026-05-06T16:50:00,K-501,XMV(5),before,33.334,0.449,normal
INC0061,2026-05-06T17:05:00,K-501,XMV(5),during,67.157,2.556,abnormal
INC0061,2026-05-06T17:20:00,K-501,XMV(5),after,81.153,0.206,normal
INC0062,2026-05-18T13:30:00,F-104,XMEAS(4),before,36.753,-0.207,normal
INC0062,2026-05-18T13:45:00,F-104,XMEAS(4),during,39.814,2.647,abnormal
INC0062,2026-05-18T14:00:00,F-104,XMEAS(4),after,65.41,-0.067,normal
INC0062,2026-05-18T13:30:00,F-104,XMEAS(6),before,45.175,-0.383,normal
INC0062,2026-05-18T13:45:00,F-104,XMEAS(6),during,52.62,3.601,abnormal
INC0062,2026-05-18T14:00:00,F-104,XMEAS(6),after,70.569,0.606,normal
INC0062,2026-05-18T13:30:00,F-104,XMV(4),before,42.416,0.523,normal
INC0062,2026-05-18T13:45:00,F-104,XMV(4),during,41.905,2.445,abnormal
INC0062,2026-05-18T14:00:00,F-104,XMV(4),after,80.486,-0.909,normal
INC0063,2026-01-03T23:55:00,CW-201,XMEAS(22),before,58.258,-0.72,normal
INC0063,2026-01-04T00:10:00,CW-201,XMEAS(22),during,82.256,2.413,abnormal
INC0063,2026-01-04T00:25:00,CW-201,XMEAS(22),after,87.007,0.981,normal
INC0063,2026-01-03T23:55:00,CW-201,XMV(11),before,78.735,0.048,normal
INC0063,2026-01-04T00:10:00,CW-201,XMV(11),during,77.26,2.226,abnormal
INC0063,2026-01-04T00:25:00,CW-201,XMV(11),after,20.447,-0.903,normal
INC0064,2026-05-25T01:15:00,CW-201,XMEAS(22),before,21.2,0.955,normal
INC0064,2026-05-25T01:30:00,CW-201,XMEAS(22),during,67.182,3.482,abnormal
INC0064,2026-05-25T01:45:00,CW-201,XMEAS(22),after,83.684,0.612,normal
INC0064,2026-05-25T01:15:00,CW-201,XMV(11),before,26.742,-0.786,normal
INC0064,2026-05-25T01:30:00,CW-201,XMV(11),during,33.435,2.353,abnormal
INC0064,2026-05-25T01:45:00,CW-201,XMV(11),after,77.065,0.053,normal
INC0065,2026-05-16T22:00:00,F-102,XMEAS(2),before,79.173,-0.835,normal
INC0065,2026-05-16T22:15:00,F-102,XMEAS(2),during,43.189,3.196,abnormal
INC0065,2026-05-16T22:30:00,F-102,XMEAS(2),after,88.169,0.955,normal
INC0065,2026-05-16T22:00:00,F-102,XMV(1),before,84.341,0.79,normal
INC0065,2026-05-16T22:15:00,F-102,XMV(1),during,83.089,2.491,abnormal
INC0065,2026-05-16T22:30:00,F-102,XMV(1),after,59.675,0.385,normal
INC0066,2026-01-09T03:45:00,F-102,XMEAS(2),before,36.833,-0.675,normal
INC0066,2026-01-09T04:00:00,F-102,XMEAS(2),during,47.241,3.519,abnormal
INC0066,2026-01-09T04:15:00,F-102,XMEAS(2),after,43.221,0.793,normal
INC0066,2026-01-09T03:45:00,F-102,XMV(1),before,29.797,0.511,normal
INC0066,2026-01-09T04:00:00,F-102,XMV(1),during,70.691,3.78,abnormal
INC0066,2026-01-09T04:15:00,F-102,XMV(1),after,88.203,0.002,normal
INC0067,2026-01-17T22:00:00,F-101,XMEAS(1),before,40.677,0.544,normal
INC0067,2026-01-17T22:15:00,F-101,XMEAS(1),during,25.145,2.519,abnormal
INC0067,2026-01-17T22:30:00,F-101,XMEAS(1),after,46.6,-0.464,normal
INC0067,2026-01-17T22:00:00,F-101,XMV(3),before,30.799,0.568,normal
INC0067,2026-01-17T22:15:00,F-101,XMV(3),during,45.249,2.762,abnormal
INC0067,2026-01-17T22:30:00,F-101,XMV(3),after,86.007,-0.817,normal
INC0068,2026-03-03T16:30:00,CW-201,XMEAS(22),before,70.739,0.558,normal
INC0068,2026-03-03T16:45:00,CW-201,XMEAS(22),during,89.491,3.051,abnormal
INC0068,2026-03-03T17:00:00,CW-201,XMEAS(22),after,56.477,-0.515,normal
INC0068,2026-03-03T16:30:00,CW-201,XMV(11),before,31.865,0.371,normal
INC0068,2026-03-03T16:45:00,CW-201,XMV(11),during,38.788,2.557,abnormal
INC0068,2026-03-03T17:00:00,CW-201,XMV(11),after,31.705,-0.708,normal
INC0069,2026-03-14T01:55:00,F-102,XMEAS(2),before,42.447,-0.728,normal
INC0069,2026-03-14T02:10:00,F-102,XMEAS(2),during,34.06,3.71,abnormal
INC0069,2026-03-14T02:25:00,F-102,XMEAS(2),after,87.52,-0.372,normal
INC0069,2026-03-14T01:55:00,F-102,XMV(1),before,40.401,0.937,normal
INC0069,2026-03-14T02:10:00,F-102,XMV(1),during,54.371,3.281,abnormal
INC0069,2026-03-14T02:25:00,F-102,XMV(1),after,36.97,0.152,normal
INC0070,2026-02-18T02:30:00,R-101,XMEAS(7),before,30.79,-0.495,normal
INC0070,2026-02-18T02:45:00,R-101,XMEAS(7),during,46.389,2.819,abnormal
INC0070,2026-02-18T03:00:00,R-101,XMEAS(7),after,61.855,-0.102,normal
INC0070,2026-02-18T02:30:00,R-101,XMEAS(8),before,57.406,0.164,normal
INC0070,2026-02-18T02:45:00,R-101,XMEAS(8),during,80.874,3.67,abnormal
INC0070,2026-02-18T03:00:00,R-101,XMEAS(8),after,22.574,-0.163,normal
INC0070,2026-02-18T02:30:00,R-101,XMEAS(9),before,69.114,0.937,normal
INC0070,2026-02-18T02:45:00,R-101,XMEAS(9),during,61.567,3.481,abnormal
INC0070,2026-02-18T03:00:00,R-101,XMEAS(9),after,27.656,0.829,normal
INC0070,2026-02-18T02:30:00,R-101,XMEAS(21),before,66.529,-0.504,normal
INC0070,2026-02-18T02:45:00,R-101,XMEAS(21),during,62.887,2.383,abnormal
INC0070,2026-02-18T03:00:00,R-101,XMEAS(21),after,65.152,0.126,normal
INC0071,2026-05-09T15:55:00,R-101,XMEAS(7),before,84.438,-0.409,normal
INC0071,2026-05-09T16:10:00,R-101,XMEAS(7),during,78.192,2.246,abnormal
INC0071,2026-05-09T16:25:00,R-101,XMEAS(7),after,44.383,0.46,normal
INC0071,2026-05-09T15:55:00,R-101,XMEAS(8),before,74.899,-0.314,normal
INC0071,2026-05-09T16:10:00,R-101,XMEAS(8),during,44.381,2.986,abnormal
INC0071,2026-05-09T16:25:00,R-101,XMEAS(8),after,70.54,-0.805,normal
INC0071,2026-05-09T15:55:00,R-101,XMEAS(9),before,24.702,-0.095,normal
INC0071,2026-05-09T16:10:00,R-101,XMEAS(9),during,69.755,2.176,abnormal
INC0071,2026-05-09T16:25:00,R-101,XMEAS(9),after,44.015,-0.955,normal
INC0071,2026-05-09T15:55:00,R-101,XMEAS(21),before,76.004,-0.781,normal
INC0071,2026-05-09T16:10:00,R-101,XMEAS(21),during,71.834,3.681,abnormal
INC0071,2026-05-09T16:25:00,R-101,XMEAS(21),after,58.634,0.032,normal
INC0072,2026-04-06T19:00:00,CW-101,XMEAS(21),before,75.965,0.155,normal
INC0072,2026-04-06T19:15:00,CW-101,XMEAS(21),during,45.606,3.013,abnormal
INC0072,2026-04-06T19:30:00,CW-101,XMEAS(21),after,27.977,-0.606,normal
INC0072,2026-04-06T19:00:00,CW-101,XMV(10),before,54.264,0.341,normal
INC0072,2026-04-06T19:15:00,CW-101,XMV(10),during,41.938,3.742,abnormal
INC0072,2026-04-06T19:30:00,CW-101,XMV(10),after,47.478,-0.223,normal
INC0073,2026-03-01T14:55:00,CW-101,XMEAS(21),before,61.75,-0.223,normal
INC0073,2026-03-01T15:10:00,CW-101,XMEAS(21),during,49.613,3.077,abnormal
INC0073,2026-03-01T15:25:00,CW-101,XMEAS(21),after,57.617,-0.027,normal
INC0073,2026-03-01T14:55:00,CW-101,XMV(10),before,85.149,0.838,normal
INC0073,2026-03-01T15:10:00,CW-101,XMV(10),during,31.681,2.394,abnormal
INC0073,2026-03-01T15:25:00,CW-101,XMV(10),after,33.097,-0.422,normal
INC0074,2026-04-16T22:45:00,CW-201,XMEAS(22),before,35.739,-0.935,normal
INC0074,2026-04-16T23:00:00,CW-201,XMEAS(22),during,74.652,2.591,abnormal
INC0074,2026-04-16T23:15:00,CW-201,XMEAS(22),after,74.078,0.131,normal
INC0074,2026-04-16T22:45:00,CW-201,XMV(11),before,55.756,-0.009,normal
INC0074,2026-04-16T23:00:00,CW-201,XMV(11),during,38.752,3.074,abnormal
INC0074,2026-04-16T23:15:00,CW-201,XMV(11),after,89.363,0.086,normal
INC0075,2026-05-21T15:30:00,T-401,XMEAS(15),before,71.633,-0.58,normal
INC0075,2026-05-21T15:45:00,T-401,XMEAS(15),during,80.273,3.272,abnormal
INC0075,2026-05-21T16:00:00,T-401,XMEAS(15),after,49.972,0.221,normal
INC0075,2026-05-21T15:30:00,T-401,XMEAS(16),before,74.939,0.232,normal
INC0075,2026-05-21T15:45:00,T-401,XMEAS(16),during,76.381,3.483,abnormal
INC0075,2026-05-21T16:00:00,T-401,XMEAS(16),after,57.26,0.14,normal
INC0075,2026-05-21T15:30:00,T-401,XMEAS(17),before,31.786,0.194,normal
INC0075,2026-05-21T15:45:00,T-401,XMEAS(17),during,40.484,3.764,abnormal
INC0075,2026-05-21T16:00:00,T-401,XMEAS(17),after,86.668,0.145,normal
INC0075,2026-05-21T15:30:00,T-401,XMEAS(18),before,83.011,0.029,normal
INC0075,2026-05-21T15:45:00,T-401,XMEAS(18),during,29.491,3.486,abnormal
INC0075,2026-05-21T16:00:00,T-401,XMEAS(18),after,48.812,0.5,normal
INC0076,2026-02-17T13:30:00,F-101,XMEAS(1),before,81.609,0.267,normal
INC0076,2026-02-17T13:45:00,F-101,XMEAS(1),during,56.093,2.258,abnormal
INC0076,2026-02-17T14:00:00,F-101,XMEAS(1),after,85.544,-0.444,normal
INC0076,2026-02-17T13:30:00,F-101,XMV(3),before,86.518,-0.262,normal
INC0076,2026-02-17T13:45:00,F-101,XMV(3),during,20.173,2.656,abnormal
INC0076,2026-02-17T14:00:00,F-101,XMV(3),after,71.291,0.548,normal
INC0077,2026-04-19T14:15:00,CW-201,XMEAS(22),before,74.872,-0.801,normal
INC0077,2026-04-19T14:30:00,CW-201,XMEAS(22),during,28.697,2.881,abnormal
INC0077,2026-04-19T14:45:00,CW-201,XMEAS(22),after,50.89,0.715,normal
INC0077,2026-04-19T14:15:00,CW-201,XMV(11),before,87.062,-0.999,normal
INC0077,2026-04-19T14:30:00,CW-201,XMV(11),during,68.201,2.444,abnormal
INC0077,2026-04-19T14:45:00,CW-201,XMV(11),after,65.5,-0.736,normal
INC0078,2026-05-30T10:55:00,F-101,XMEAS(1),before,67.599,-0.548,normal
INC0078,2026-05-30T11:10:00,F-101,XMEAS(1),during,68.692,2.116,abnormal
INC0078,2026-05-30T11:25:00,F-101,XMEAS(1),after,89.171,0.634,normal
INC0078,2026-05-30T10:55:00,F-101,XMV(3),before,29.252,-0.155,normal
INC0078,2026-05-30T11:10:00,F-101,XMV(3),during,46.815,2.22,abnormal
INC0078,2026-05-30T11:25:00,F-101,XMV(3),after,27.17,0.462,normal
INC0079,2026-03-04T22:55:00,CW-101,XMEAS(21),before,61.27,0.505,normal
INC0079,2026-03-04T23:10:00,CW-101,XMEAS(21),during,87.427,2.753,abnormal
INC0079,2026-03-04T23:25:00,CW-101,XMEAS(21),after,29.788,-0.371,normal
INC0079,2026-03-04T22:55:00,CW-101,XMV(10),before,25.897,-0.446,normal
INC0079,2026-03-04T23:10:00,CW-101,XMV(10),during,62.001,3.041,abnormal
INC0079,2026-03-04T23:25:00,CW-101,XMV(10),after,74.528,0.215,normal
INC0080,2026-05-25T22:30:00,F-104,XMEAS(4),before,24.971,0.276,normal
INC0080,2026-05-25T22:45:00,F-104,XMEAS(4),during,20.845,3.611,abnormal
INC0080,2026-05-25T23:00:00,F-104,XMEAS(4),after,42.153,-0.278,normal
INC0080,2026-05-25T22:30:00,F-104,XMEAS(6),before,78.728,-0.226,normal
INC0080,2026-05-25T22:45:00,F-104,XMEAS(6),during,58.245,2.815,abnormal
INC0080,2026-05-25T23:00:00,F-104,XMEAS(6),after,52.971,-0.654,normal
INC0080,2026-05-25T22:30:00,F-104,XMV(4),before,25.109,0.975,normal
INC0080,2026-05-25T22:45:00,F-104,XMV(4),during,20.966,3.099,abnormal
INC0080,2026-05-25T23:00:00,F-104,XMV(4),after,84.581,-0.569,normal
INC0081,2026-03-28T16:55:00,R-101,XMEAS(7),before,71.097,0.397,normal
INC0081,2026-03-28T17:10:00,R-101,XMEAS(7),during,24.053,3.539,abnormal
INC0081,2026-03-28T17:25:00,R-101,XMEAS(7),after,50.414,-0.828,normal
INC0081,2026-03-28T16:55:00,R-101,XMEAS(8),before,62.618,-0.093,normal
INC0081,2026-03-28T17:10:00,R-101,XMEAS(8),during,71.919,2.626,abnormal
INC0081,2026-03-28T17:25:00,R-101,XMEAS(8),after,28.361,0.481,normal
INC0081,2026-03-28T16:55:00,R-101,XMEAS(9),before,69.105,0.416,normal
INC0081,2026-03-28T17:10:00,R-101,XMEAS(9),during,86.711,2.379,abnormal
INC0081,2026-03-28T17:25:00,R-101,XMEAS(9),after,74.809,0.046,normal
INC0081,2026-03-28T16:55:00,R-101,XMEAS(21),before,31.687,0.442,normal
