alarm_id,incident_id,timestamp,machine_id,tep_tag,alarm_type,severity,alarm_message
ALM0070_1,INC0070,2026-02-18T02:45:00,R-101,XMEAS(8),DEV,High,XMEAS(8) abnormal during Reactor performance drift
ALM0070_2,INC0070,2026-02-18T02:48:00,R-101,XMEAS(7),LL,High,XMEAS(7) abnormal during Reactor performance drift
ALM0070_3,INC0070,2026-02-18T02:51:00,R-101,XMEAS(8),LL,High,XMEAS(8) abnormal during Reactor performance drift
ALM0070_4,INC0070,2026-02-18T02:54:00,R-101,XMEAS(9),HI,High,XMEAS(9) abnormal during Reactor performance drift
ALM0071_1,INC0071,2026-05-09T16:10:00,R-101,XMV(10),DEV,Critical,XMV(10) abnormal during Reactor performance drift
ALM0071_2,INC0071,2026-05-09T16:13:00,R-101,XMEAS(8),LL,Critical,XMEAS(8) abnormal during Reactor performance drift
ALM0071_3,INC0071,2026-05-09T16:16:00,R-101,XMEAS(9),LL,Critical,XMEAS(9) abnormal during Reactor performance drift
ALM0071_4,INC0071,2026-05-09T16:19:00,R-101,XMEAS(21),DEV,Critical,XMEAS(21) abnormal during Reactor performance drift
ALM0072_1,INC0072,2026-04-06T19:15:00,CW-101,XMV(10),LL,Critical,XMV(10) abnormal during Cooling water instability
ALM0072_2,INC0072,2026-04-06T19:18:00,CW-101,XMEAS(21),DEV,Critical,XMEAS(21) abnormal during Cooling water instability
ALM0072_3,INC0072,2026-04-06T19:21:00,CW-101,XMEAS(21),LL,Critical,XMEAS(21) abnormal during Cooling water instability
ALM0072_4,INC0072,2026-04-06T19:24:00,CW-101,XMV(10),LL,Critical,XMV(10) abnormal during Cooling water instability
ALM0073_1,INC0073,2026-03-01T15:10:00,CW-101,XMV(10),HI,High,XMV(10) abnormal during Cooling performance issue
ALM0073_2,INC0073,2026-03-01T15:13:00,CW-101,XMEAS(21),HH,High,XMEAS(21) abnormal during Cooling performance issue
ALM0074_1,INC0074,2026-04-16T23:00:00,CW-201,XMV(11),LL,Critical,XMV(11) abnormal during Control valve stiction
ALM0074_2,INC0074,2026-04-16T23:03:00,CW-201,XMV(11),LL,Critical,XMV(11) abnormal during Control valve stiction
ALM0074_3,INC0074,2026-04-16T23:06:00,CW-201,XMV(11),LL,Critical,XMV(11) abnormal during Control valve stiction
ALM0075_1,INC0075,2026-05-21T15:45:00,T-401,XMEAS(17),HI,Low,XMEAS(17) abnormal during Unknown process disturbance
ALM0075_2,INC0075,2026-05-21T15:48:00,T-401,XMEAS(18),HH,Low,XMEAS(18) abnormal during Unknown process disturbance
ALM0076_1,INC0076,2026-02-17T13:45:00,F-101,XMV(3),LL,High,XMV(3) abnormal during Feed quality disturbance
ALM0076_2,INC0076,2026-02-17T13:48:00,F-101,XMEAS(1),DEV,High,XMEAS(1) abnormal during Feed quality disturbance
ALM0077_1,INC0077,2026-04-19T14:30:00,CW-201,XMV(11),HH,High,XMV(11) abnormal during Control valve stiction
ALM0077_2,INC0077,2026-04-19T14:33:00,CW-201,XMV(11),HH,High,XMV(11) abnormal during Control valve stiction
ALM0077_3,INC0077,2026-04-19T14:36:00,CW-201,XMEAS(22),DEV,High,XMEAS(22) abnormal during Control valve stiction
ALM0078_1,INC0078,2026-05-30T11:10:00,F-101,XMEAS(1),HI,Low,XMEAS(1) abnormal during Feed interruption
ALM0078_2,INC0078,2026-05-30T11:13:00,F-101,XMV(3),HH,Low,XMV(3) abnormal during Feed interruption
ALM0078_3,INC0078,2026-05-30T11:16:00,F-101,XMEAS(1),LL,Low,XMEAS(1) abnormal during Feed interruption
ALM0078_4,INC0078,2026-05-30T11:19:00,F-101,XMEAS(1),HI,Low,XMEAS(1) abnormal during Feed interruption
ALM0079_1,INC0079,2026-03-04T23:10:00,CW-101,XMEAS(21),DEV,Medium,XMEAS(21) abnormal during Cooling water instability
ALM0079_2,INC0079,2026-03-04T23:13:00,CW-101,XMEAS(21),LL,Medium,XMEAS(21) abnormal during Cooling water instability
ALM0079_3,INC0079,2026-03-04T23:16:00,CW-101,XMV(10),LO,Medium,XMV(10) abnormal during Cooling water instability
ALM0079_4,INC0079,2026-03-04T23:19:00,CW-101,XMEAS(21),LL,Medium,XMEAS(21) abnormal during Cooling water instability
ALM0080_1,INC0080,2026-05-25T22:45:00,F-104,XMV(4),LL,High,XMV(4) abnormal during Feed composition/feed flow imbalance
ALM0080_2,INC0080,2026-05-25T22:48:00,F-104,XMEAS(6),HI,High,XMEAS(6) abnormal during Feed composition/feed flow imbalance
ALM0081_1,INC0081,2026-03-28T17:10:00,R-101,XMEAS(8),HH,High,XMEAS(8) abnormal during Reactor performance drift
ALM0081_2,INC0081,2026-03-28T17:13:00,R-101,XMEAS(7),HH,High,XMEAS(7) abnormal during Reactor performance drift
ALM0081_3,INC0081,2026-03-28T17:16:00,R-101,XMEAS(7),DEV,High,XMEAS(7) abnormal during Reactor performance drift
ALM0081_4,INC0081,2026-03-28T17:19:00,R-101,XMEAS(8),LO,High,XMEAS(8) abnormal during Reactor performance drift
ALM0082_1,INC0082,2026-02-27T10:45:00,F-104,XMEAS(4),LL,Medium,XMEAS(4) abnormal during Feed composition/feed flow imbalance
ALM0082_2,INC0082,2026-02-27T10:48:00,F-104,XMEAS(6),DEV,Medium,XMEAS(6) abnormal during Feed composition/feed flow imbalance
ALM0082_3,INC0082,2026-02-27T10:51:00,F-104,XMEAS(6),HI,Medium,XMEAS(6) abnormal during Feed composition/feed flow imbalance
ALM0082_4,INC0082,2026-02-27T10:54:00,F-104,XMEAS(6),DEV,Medium,XMEAS(6) abnormal during Feed composition/feed flow imbalance
ALM0083_1,INC0083,2026-02-16T13:45:00,CW-101,XMV(10),HI,Low,XMV(10) abnormal during Cooling water instability
ALM0083_2,INC0083,2026-02-16T13:48:00,CW-101,XMV(10),HH,Low,XMV(10) abnormal during Cooling water instability
ALM0084_1,INC0084,2026-01-02T08:15:00,CW-201,XMEAS(22),LL,Low,XMEAS(22) abnormal during Condenser cooling issue
ALM0084_2,INC0084,2026-01-02T08:18:00,CW-201,XMV(11),HI,Low,XMV(11) abnormal during Condenser cooling issue
ALM0084_3,INC0084,2026-01-02T08:21:00,CW-201,XMEAS(22),DEV,Low,XMEAS(22) abnormal during Condenser cooling issue
ALM0085_1,INC0085,2026-04-12T06:20:00,F-102,XMV(1),HH,Low,XMV(1) abnormal during Feed temperature abnormality
ALM0085_2,INC0085,2026-04-12T06:23:00,F-102,XMV(1),HH,Low,XMV(1) abnormal during Feed temperature abnormality
ALM0085_3,INC0085,2026-04-12T06:26:00,F-102,XMEAS(2),HI,Low,XMEAS(2) abnormal during Feed temperature abnormality
ALM0086_1,INC0086,2026-01-08T03:05:00,R-101,XMEAS(21),DEV,High,XMEAS(21) abnormal during Unknown process disturbance
ALM0086_2,INC0086,2026-01-08T03:08:00,R-101,XMEAS(7),HH,High,XMEAS(7) abnormal during Unknown process disturbance
ALM0086_3,INC0086,2026-01-08T03:11:00,R-101,XMEAS(9),LO,High,XMEAS(9) abnormal during Unknown process disturbance
ALM0087_1,INC0087,2026-01-09T21:05:00,CW-201,XMV(11),LO,Critical,XMV(11) abnormal during Control valve stiction
ALM0087_2,INC0087,2026-01-09T21:08:00,CW-201,XMEAS(22),HH,Critical,XMEAS(22) abnormal during Control valve stiction
ALM0088_1,INC0088,2026-05-16T21:00:00,T-401,XMEAS(19),DEV,Critical,XMEAS(19) abnormal during Unknown process disturbance
ALM0088_2,INC0088,2026-05-16T21:03:00,T-401,XMEAS(17),LL,Critical,XMEAS(17) abnormal during Unknown process disturbance
ALM0088_3,INC0088,2026-05-16T21:06:00,T-401,XMEAS(17),LO,Critical,XMEAS(17) abnormal during Unknown process disturbance
ALM0089_1,INC0089,2026-05-01T07:30:00,F-104,XMEAS(4),HI,Medium,XMEAS(4) abnormal during Feed composition/feed flow imbalance
ALM0089_2,INC0089,2026-05-01T07:33:00,F-104,XMEAS(4),LO,Medium,XMEAS(4) abnormal during Feed composition/feed flow imbalance
ALM0089_3,INC0089,2026-05-01T07:36:00,F-104,XMV(4),LO,Medium,XMV(4) abnormal during Feed composition/feed flow imbalance
ALM0090_1,INC0090,2026-01-28T03:30:00,CW-201,XMV(11),LO,Critical,XMV(11) abnormal during Condenser cooling issue
ALM0090_2,INC0090,2026-01-28T03:33:00,CW-201,XMEAS(22),LL,Critical,XMEAS(22) abnormal during Condenser cooling issue
ALM0090_3,INC0090,2026-01-28T03:36:00,CW-201,XMV(11),HH,Critical,XMV(11) abnormal during Condenser cooling issue
ALM0090_4,INC0090,2026-01-28T03:39:00,CW-201,XMEAS(22),LO,Critical,XMEAS(22) abnormal during Condenser cooling issue
ALM0091_1,INC0091,2026-05-21T11:30:00,F-102,XMV(1),HH,High,XMV(1) abnormal during Feed temperature abnormality
ALM0091_2,INC0091,2026-05-21T11:33:00,F-102,XMEAS(2),HI,High,XMEAS(2) abnormal during Feed temperature abnormality
ALM0092_1,INC0092,2026-01-04T16:10:00,F-104,XMEAS(4),HI,Medium,XMEAS(4) abnormal during Feed temperature drift
ALM0092_2,INC0092,2026-01-04T16:13:00,F-104,XMV(4),HI,Medium,XMV(4) abnormal during Feed temperature drift
ALM0092_3,INC0092,2026-01-04T16:16:00,F-104,XMEAS(6),DEV,Medium,XMEAS(6) abnormal during Feed temperature drift
ALM0093_1,INC0093,2026-03-24T05:05:00,R-101,XMEAS(21),LL,Low,XMEAS(21) abnormal during Unknown process disturbance
ALM0093_2,INC0093,2026-03-24T05:08:00,R-101,XMEAS(9),HI,Low,XMEAS(9) abnormal during Unknown process disturbance
ALM0093_3,INC0093,2026-03-24T05:11:00,R-101,XMV(10),LL,Low,XMV(10) abnormal during Unknown process disturbance
ALM0094_1,INC0094,2026-03-27T22:20:00,F-101,XMEAS(1),LO,Critical,XMEAS(1) abnormal during Feed quality disturbance
ALM0094_2,INC0094,2026-03-27T22:23:00,F-101,XMEAS(1),HI,Critical,XMEAS(1) abnormal during Feed quality disturbance
ALM0095_1,INC0095,2026-05-15T11:30:00,F-104,XMEAS(4),HI,High,XMEAS(4) abnormal during Feed composition/feed flow imbalance
ALM0095_2,INC0095,2026-05-15T11:33:00,F-104,XMV(4),HI,High,XMV(4) abnormal during Feed composition/feed flow imbalance
ALM0095_3,INC0095,2026-05-15T11:36:00,F-104,XMEAS(6),DEV,High,XMEAS(6) abnormal during Feed composition/feed flow imbalance
ALM0095_4,INC0095,2026-05-15T11:39:00,F-104,XMEAS(6),LL,High,XMEAS(6) abnormal during Feed composition/feed flow imbalance
ALM0096_1,INC0096,2026-05-29T13:05:00,CW-101,XMEAS(21),LO,Medium,XMEAS(21) abnormal during Cooling performance issue
ALM0096_2,INC0096,2026-05-29T13:08:00,CW-101,XMV(10),LO,Medium,XMV(10) abnormal during Cooling performance issue
ALM0096_3,INC0096,2026-05-29T13:11:00,CW-101,XMV(10),LL,Medium,XMV(10) abnormal during Cooling performance issue
ALM0096_4,INC0096,2026-05-29T13:14:00,CW-101,XMV(10),HI,Medium,XMV(10) abnormal during Cooling performance issue
ALM0097_1,INC0097,2026-03-28T10:15:00,CW-201,XMV(11),HH,High,XMV(11) abnormal during Control valve stiction
ALM0097_2,INC0097,2026-03-28T10:18:00,CW-201,XMEAS(22),HH,High,XMEAS(22) abnormal during Control valve stiction
ALM0097_3,INC0097,2026-03-28T10:21:00,CW-201,XMEAS(22),HH,High,XMEAS(22) abnormal during Control valve stiction
ALM0098_1,INC0098,2026-04-15T01:45:00,F-102,XMV(1),LO,Critical,XMV(1) abnormal during Feed temperature drift
ALM0098_2,INC0098,2026-04-15T01:48:00,F-102,XMV(1),HH,Critical,XMV(1) abnormal during Feed temperature drift
ALM0098_3,INC0098,2026-04-15T01:51:00,F-102,XMV(1),DEV,Critical,XMV(1) abnormal during Feed temperature drift
ALM0099_1,INC0099,2026-03-30T12:45:00,CW-201,XMEAS(22),LL,Medium,XMEAS(22) abnormal during Condenser cooling issue
ALM0099_2,INC0099,2026-03-30T12:48:00,CW-201,XMV(11),HH,Medium,XMV(11) abnormal during Condenser cooling issue
ALM0099_3,INC0099,2026-03-30T12:51:00,CW-201,XMV(11),LL,Medium,XMV(11) abnormal during Condenser cooling issue
ALM0099_4,INC0099,2026-03-30T12:54:00,CW-201,XMV(11),HI,Medium,XMV(11) abnormal during Condenser cooling issue
ALM0100_1,INC0100,2026-05-11T10:05:00,T-401,XMV(8),HH,Critical,XMV(8) abnormal during Unknown process disturbance
ALM0100_2,INC0100,2026-05-11T10:08:00,T-401,XMEAS(18),HH,Critical,XMEAS(18) abnormal during Unknown process disturbance
ALM0101_1,INC0101,2026-01-02T01:15:00,F-101,XMV(3),LL,Medium,XMV(3) abnormal during Feed quality disturbance
ALM0101_2,INC0101,2026-01-02T01:18:00,F-101,XMV(3),LL,Medium,XMV(3) abnormal during Feed quality disturbance
ALM0101_3,INC0101,2026-01-02T01:21:00,F-101,XMV(3),HI,Medium,XMV(3) abnormal during Feed quality disturbance
ALM0102_1,INC0102,2026-05-21T20:00:00,F-102,XMV(1),LL,Medium,XMV(1) abnormal during Feed temperature abnormality
ALM0102_2,INC0102,2026-05-21T20:03:00,F-102,XMEAS(2),HH,Medium,XMEAS(2) abnormal during Feed temperature abnormality
ALM0102_3,INC0102,2026-05-21T20:06:00,F-102,XMV(1),HH,Medium,XMV(1) abnormal during Feed temperature abnormality
ALM0102_4,INC0102,2026-05-21T20:09:00,F-102,XMEAS(2),LO,Medium,XMEAS(2) abnormal during Feed temperature abnormality
ALM0103_1,INC0103,2026-01-09T11:30:00,F-104,XMV(4),HI,Medium,XMV(4) abnormal during Feed composition/feed flow imbalance
ALM0103_2,INC0103,2026-01-09T11:33:00,F-104,XMEAS(6),LL,Medium,XMEAS(6) abnormal during Feed composition/feed flow imbalance
ALM0103_3,INC0103,2026-01-09T11:36:00,F-104,XMV(4),HI,Medium,XMV(4) abnormal during Feed composition/feed flow imbalance
ALM0103_4,INC0103,2026-01-09T11:39:00,F-104,XMV(4),DEV,Medium,XMV(4) abnormal during Feed composition/feed flow imbalance
ALM0104_1,INC0104,2026-01-03T10:30:00,F-104,XMV(4),HI,Low,XMV(4) abnormal during Feed composition/feed flow imbalance
ALM0104_2,INC0104,2026-01-03T10:33:00,F-104,XMV(4),HI,Low,XMV(4) abnormal during Feed composition/feed flow imbalance
ALM0105_1,INC0105,2026-03-05T20:45:00,F-102,XMV(1),LO,Medium,XMV(1) abnormal during Feed temperature abnormality
ALM0105_2,INC0105,2026-03-05T20:48:00,F-102,XMEAS(2),LO,Medium,XMEAS(2) abnormal during Feed temperature abnormality
ALM0105_3,INC0105,2026-03-05T20:51:00,F-102,XMEAS(2),LO,Medium,XMEAS(2) abnormal during Feed temperature abnormality
ALM0106_1,INC0106,2026-01-12T01:10:00,F-101,XMEAS(1),HH,High,XMEAS(1) abnormal during Feed quality disturbance
ALM0106_2,INC0106,2026-01-12T01:13:00,F-101,XMEAS(1),LL,High,XMEAS(1) abnormal during Feed quality disturbance
ALM0106_3,INC0106,2026-01-12T01:16:00,F-101,XMEAS(1),LL,High,XMEAS(1) abnormal during Feed quality disturbance
ALM0106_4,INC0106,2026-01-12T01:19:00,F-101,XMV(3),LL,High,XMV(3) abnormal during Feed quality disturbance
ALM0107_1,INC0107,2026-05-20T16:05:00,R-101,XMEAS(7),HI,Low,XMEAS(7) abnormal during Reactor performance drift
ALM0107_2,INC0107,2026-05-20T16:08:00,R-101,XMEAS(21),LL,Low,XMEAS(21) abnormal during Reactor performance drift
ALM0107_3,INC0107,2026-05-20T16:11:00,R-101,XMEAS(7),DEV,Low,XMEAS(7) abnormal during Reactor performance drift
ALM0108_1,INC0108,2026-01-25T05:45:00,R-101,XMEAS(7),LL,High,XMEAS(7) abnormal during Unknown process disturbance
ALM0108_2,INC0108,2026-01-25T05:48:00,R-101,XMEAS(8),LL,High,XMEAS(8) abnormal during Unknown process disturbance
ALM0109_1,INC0109,2026-03-13T16:20:00,R-101,XMEAS(21),DEV,Critical,XMEAS(21) abnormal during Reactor performance drift
ALM0109_2,INC0109,2026-03-13T16:23:00,R-101,XMV(10),HH,Critical,XMV(10) abnormal during Reactor performance drift
ALM0110_1,INC0110,2026-01-10T07:30:00,CW-201,XMEAS(22),HH,Low,XMEAS(22) abnormal during Condenser cooling issue
ALM0110_2,INC0110,2026-01-10T07:33:00,CW-201,XMEAS(22),DEV,Low,XMEAS(22) abnormal during Condenser cooling issue
ALM0111_1,INC0111,2026-04-05T11:00:00,CW-101,XMV(10),DEV,Low,XMV(10) abnormal during Cooling water instability
ALM0111_2,INC0111,2026-04-05T11:03:00,CW-101,XMEAS(21),LO,Low,XMEAS(21) abnormal during Cooling water instability
ALM0111_3,INC0111,2026-04-05T11:06:00,CW-101,XMV(10),LL,Low,XMV(10) abnormal during Cooling water instability
ALM0111_4,INC0111,2026-04-05T11:09:00,CW-101,XMEAS(21),HI,Low,XMEAS(21) abnormal during Cooling water instability
ALM0112_1,INC0112,2026-05-25T03:30:00,R-101,XMEAS(8),DEV,Medium,XMEAS(8) abnormal during Unknown process disturbance
ALM0112_2,INC0112,2026-05-25T03:33:00,R-101,XMEAS(7),DEV,Medium,XMEAS(7) abnormal during Unknown process disturbance
ALM0113_1,INC0113,2026-03-30T11:45:00,F-104,XMEAS(6),DEV,High,XMEAS(6) abnormal during Feed composition/feed flow imbalance
ALM0113_2,INC0113,2026-03-30T11:48:00,F-104,XMEAS(4),HI,High,XMEAS(4) abnormal during Feed composition/feed flow imbalance
ALM0114_1,INC0114,2026-04-06T11:00:00,F-102,XMV(1),LL,High,XMV(1) abnormal during Feed temperature drift
ALM0114_2,INC0114,2026-04-06T11:03:00,F-102,XMV(1),HI,High,XMV(1) abnormal during Feed temperature drift
ALM0114_3,INC0114,2026-04-06T11:06:00,F-102,XMV(1),HI,High,XMV(1) abnormal during Feed temperature drift
ALM0114_4,INC0114,2026-04-06T11:09:00,F-102,XMEAS(2),DEV,High,XMEAS(2) abnormal during Feed temperature drift
ALM0115_1,INC0115,2026-05-17T05:45:00,R-101,XMV(10),DEV,High,XMV(10) abnormal during Reactor performance drift
ALM0115_2,INC0115,2026-05-17T05:48:00,R-101,XMEAS(8),HI,High,XMEAS(8) abnormal during Reactor performance drift
ALM0116_1,INC0116,2026-03-25T09:10:00,K-501,XMEAS(20),LL,Medium,XMEAS(20) abnormal during Unknown process disturbance
ALM0116_2,INC0116,2026-03-25T09:13:00,K-501,XMEAS(20),HH,Medium,XMEAS(20) abnormal during Unknown process disturbance
ALM0117_1,INC0117,2026-05-27T19:45:00,F-102,XMEAS(2),DEV,Medium,XMEAS(2) abnormal during Feed temperature drift
ALM0117_2,INC0117,2026-05-27T19:48:00,F-102,XMV(1),DEV,Medium,XMV(1) abnormal during Feed temperature drift
ALM0117_3,INC0117,2026-05-27T19:51:00,F-102,XMEAS(2),HI,Medium,XMEAS(2) abnormal during Feed temperature drift
ALM0117_4,INC0117,2026-05-27T19:54:00,F-102,XMV(1),DEV,Medium,XMV(1) abnormal during Feed temperature drift
ALM0118_1,INC0118,2026-05-10T11:20:00,F-101,XMEAS(1),LL,Medium,XMEAS(1) abnormal during Feed interruption
ALM0118_2,INC0118,2026-05-10T11:23:00,F-101,XMV(3),HI,Medium,XMV(3) abnormal during Feed interruption
ALM0118_3,INC0118,2026-05-10T11:26:00,F-101,XMEAS(1),LL,Medium,XMEAS(1) abnormal during Feed interruption
ALM0118_4,INC0118,2026-05-10T11:29:00,F-101,XMEAS(1),HI,Medium,XMEAS(1) abnormal during Feed interruption
ALM0119_1,INC0119,2026-04-08T13:05:00,T-401,XMEAS(19),LL,Medium,XMEAS(19) abnormal during Unknown process disturbance
ALM0119_2,INC0119,2026-04-08T13:08:00,T-401,XMEAS(17),HH,Medium,XMEAS(17) abnormal during Unknown process disturbance
ALM0120_1,INC0120,2026-01-10T19:05:00,CW-201,XMEAS(22),HH,Medium,XMEAS(22) abnormal during Condenser cooling issue
ALM0120_2,INC0120,2026-01-10T19:08:00,CW-201,XMEAS(22),LO,Medium,XMEAS(22) abnormal during Condenser cooling issue
ALM0120_3,INC0120,2026-01-10T19:11:00,CW-201,XMV(11),DEV,Medium,XMV(11) abnormal during Condenser cooling issue
ALM0120_4,INC0120,2026-01-10T19:14:00,CW-201,XMV(11),LL,Medium,XMV(11) abnormal during Condenser cooling issue
